"PROBEID","SYMBOL","GENENAME"
"28626","217145_at","IGK","immunoglobulin kappa locus"
"28627","217146_at","JRK","Jrk helix-turn-helix protein"
"28628","217147_s_at","TRAT1","T cell receptor associated transmembrane adaptor 1"
"28629","217148_x_at","IGLC1","immunoglobulin lambda constant 1"
"28630","217148_x_at","IGLV@","immunoglobulin lambda variable cluster"
"28631","217148_x_at","IGLJ3","immunoglobulin lambda joining 3"
"28632","217149_x_at","TNK1","tyrosine kinase non receptor 1"
"28633","217150_s_at","NF2","neurofibromin 2"
"28634","217151_at",NA,NA
"28635","217152_at",NA,NA
"28636","217153_at","ARHGAP1","Rho GTPase activating protein 1"
"28637","217154_s_at","EDN3","endothelin 3"
"28638","217155_at",NA,NA
"28639","217156_at",NA,NA
"28640","217157_x_at","IGKC","immunoglobulin kappa constant"
"28641","217157_x_at","IGK","immunoglobulin kappa locus"
"28642","217158_at","PTGER4P2-CDK2AP2P2","PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene"
"28643","217159_x_at","SIGLEC7","sialic acid binding Ig like lectin 7"
"28644","217160_at","TSPY1","testis specific protein Y-linked 1"
"28645","217161_x_at","ACAN","aggrecan"
"28646","217162_at","TSPY1","testis specific protein Y-linked 1"
"28647","217163_at","ESR1","estrogen receptor 1"
"28648","217164_at",NA,NA
"28649","217165_x_at","MT1F","metallothionein 1F"
"28650","217166_at",NA,NA
"28651","217167_x_at","GK","glycerol kinase"
"28652","217168_s_at","HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1"
"28653","217169_at","IGHA1","immunoglobulin heavy constant alpha 1"
"28654","217169_at","IGHG1","immunoglobulin heavy constant gamma 1 (G1m marker)"
"28655","217169_at","IGHM","immunoglobulin heavy constant mu"
"28656","217170_at",NA,NA
"28657","217171_at","SMPD1","sphingomyelin phosphodiesterase 1"
"28658","217172_at",NA,NA
"28659","217173_s_at","LDLR","low density lipoprotein receptor"
"28660","217174_s_at","APC2","APC regulator of WNT signaling pathway 2"
"28661","217175_at","UGT2B15","UDP glucuronosyltransferase family 2 member B15"
"28662","217176_s_at","ZFX","zinc finger protein X-linked"
"28663","217177_s_at","PTPRB","protein tyrosine phosphatase receptor type B"
"28664","217178_at","RARG","retinoic acid receptor gamma"
"28665","217179_x_at",NA,NA
"28666","217180_at",NA,NA
"28667","217181_at",NA,NA
"28668","217182_at","MUC5AC","mucin 5AC, oligomeric mucus/gel-forming"
"28669","217183_at","LDLR","low density lipoprotein receptor"
"28670","217183_at","SPC24","SPC24 component of NDC80 kinetochore complex"
"28671","217184_s_at","LTK","leukocyte receptor tyrosine kinase"
"28672","217185_s_at","ZPR1","ZPR1 zinc finger"
"28673","217185_s_at","ZNF259P1","zinc finger protein 259 pseudogene 1"
"28674","217186_at","ZNF259P1","zinc finger protein 259 pseudogene 1"
"28675","217187_at","MUC5AC","mucin 5AC, oligomeric mucus/gel-forming"
"28676","217188_s_at","ERG28","ergosterol biosynthesis 28 homolog"
"28677","217189_s_at","SMG7","SMG7 nonsense mediated mRNA decay factor"
"28678","217190_x_at","ESR1","estrogen receptor 1"
"28679","217191_x_at",NA,NA
"28680","217192_s_at","PRDM1","PR/SET domain 1"
"28681","217193_x_at",NA,NA
"28682","217194_at","RASAL2","RAS protein activator like 2"
"28683","217195_at",NA,NA
"28684","217196_s_at","CAMSAP2","calmodulin regulated spectrin associated protein family member 2"
"28685","217197_x_at","N4BP2L1","NEDD4 binding protein 2 like 1"
"28686","217198_x_at","IGH","immunoglobulin heavy locus"
"28687","217198_x_at","IGHA2","immunoglobulin heavy constant alpha 2 (A2m marker)"
"28688","217198_x_at","IGHD","immunoglobulin heavy constant delta"
"28689","217198_x_at","IGHG1","immunoglobulin heavy constant gamma 1 (G1m marker)"
"28690","217199_s_at","STAT2","signal transducer and activator of transcription 2"
"28691","217200_x_at","CYB561","cytochrome b561"
"28692","217201_at","RASAL2","RAS protein activator like 2"
"28693","217202_s_at","GLUL","glutamate-ammonia ligase"
"28694","217203_at",NA,NA
"28695","217204_at","MTRF1L","mitochondrial translational release factor 1 like"
"28696","217205_at",NA,NA
"28697","217206_at",NA,NA
"28698","217207_s_at","BTNL3","butyrophilin like 3"
"28699","217208_s_at","DLG1","discs large MAGUK scaffold protein 1"
"28700","217209_at","CEACAM3","carcinoembryonic antigen related cell adhesion molecule 3"
"28701","217210_at",NA,NA
"28702","217211_at",NA,NA
"28703","217212_s_at","IL9R","interleukin 9 receptor"
"28704","217213_at","SLC6A2","solute carrier family 6 member 2"
"28705","217214_s_at","SLC6A2","solute carrier family 6 member 2"
"28706","217215_s_at",NA,NA
"28707","217216_x_at","MLH3","mutL homolog 3"
"28708","217217_at","SKAP2","src kinase associated phosphoprotein 2"
"28709","217217_at","IGHA1","immunoglobulin heavy constant alpha 1"
"28710","217217_at","IGHA2","immunoglobulin heavy constant alpha 2 (A2m marker)"
"28711","217217_at","IGHG1","immunoglobulin heavy constant gamma 1 (G1m marker)"
"28712","217217_at","IGHG4","immunoglobulin heavy constant gamma 4 (G4m marker)"
"28713","217217_at","IGHM","immunoglobulin heavy constant mu"
"28714","217217_at","IGHV4-31","immunoglobulin heavy variable 4-31"
"28715","217217_at","LOC102723407","immunoglobulin heavy variable 4-38-2-like"
"28716","217218_at","WAPL","WAPL cohesin release factor"
"28717","217219_at","DKFZP434A062","uncharacterized LOC26102"
"28718","217220_at","LOC100287387","uncharacterized LOC100287387"
"28719","217221_x_at","RBM10","RNA binding motif protein 10"
"28720","217222_at","IGHG1","immunoglobulin heavy constant gamma 1 (G1m marker)"
"28721","217223_s_at","BCR","BCR activator of RhoGEF and GTPase"
"28722","217224_at",NA,NA
"28723","217225_x_at","NOMO2","NODAL modulator 2"
"28724","217225_x_at","NOMO1","NODAL modulator 1"
"28725","217225_x_at","NOMO3","NODAL modulator 3"
"28726","217226_s_at","SFXN3","sideroflexin 3"
"28727","217227_x_at","IGLV1-44","immunoglobulin lambda variable 1-44"
"28728","217228_s_at","ASB4","ankyrin repeat and SOCS box containing 4"
"28729","217229_at","ASB4","ankyrin repeat and SOCS box containing 4"
"28730","217230_at","EZR","ezrin"
"28731","217231_s_at","MAST1","microtubule associated serine/threonine kinase 1"
"28732","217232_x_at","HBB","hemoglobin subunit beta"
"28733","217233_at",NA,NA
"28734","217234_s_at","EZR","ezrin"
"28735","217235_x_at","IGLV@","immunoglobulin lambda variable cluster"
"28736","217235_x_at","IGLL5","immunoglobulin lambda like polypeptide 5"
"28737","217236_x_at","IGHG1","immunoglobulin heavy constant gamma 1 (G1m marker)"
"28738","217236_x_at","IGH","immunoglobulin heavy locus"
"28739","217236_x_at","IGHA1","immunoglobulin heavy constant alpha 1"
"28740","217236_x_at","IGHA2","immunoglobulin heavy constant alpha 2 (A2m marker)"
"28741","217236_x_at","IGHD","immunoglobulin heavy constant delta"
"28742","217236_x_at","IGHG3","immunoglobulin heavy constant gamma 3 (G3m marker)"
"28743","217236_x_at","IGHG4","immunoglobulin heavy constant gamma 4 (G4m marker)"
"28744","217236_x_at","IGHM","immunoglobulin heavy constant mu"
"28745","217236_x_at","IGHV4-31","immunoglobulin heavy variable 4-31"
"28746","217237_at",NA,NA
"28747","217238_s_at","ALDOB","aldolase, fructose-bisphosphate B"
"28748","217239_x_at",NA,NA
"28749","217240_at","SIRPB1","signal regulatory protein beta 1"
"28750","217242_at","ZNF154","zinc finger protein 154"
"28751","217244_at",NA,NA
"28752","217245_at","DIAPH2-AS1","DIAPH2 antisense RNA 1"
"28753","217246_s_at","DIAPH2-AS1","DIAPH2 antisense RNA 1"
"28754","217246_s_at","DIAPH2","diaphanous related formin 2"
"28755","217247_at",NA,NA
"28756","217248_s_at","SLC7A8","solute carrier family 7 member 8"
"28757","217249_x_at",NA,NA
"28758","217250_s_at","CHD5","chromodomain helicase DNA binding protein 5"
"28759","217251_x_at",NA,NA
"28760","217252_at",NA,NA
"28761","217253_at","SH3BP2","SH3 domain binding protein 2"
"28762","217254_s_at","EPO","erythropoietin"
"28763","217255_at",NA,NA
"28764","217256_x_at",NA,NA
"28765","217257_at","SH3BP2","SH3 domain binding protein 2"
"28766","217258_x_at","IGLV1-44","immunoglobulin lambda variable 1-44"
"28767","217259_at",NA,NA
"28768","217260_x_at",NA,NA
"28769","217261_at","TTTY2","testis-specific transcript, Y-linked 2"
"28770","217261_at","TTTY2B","testis-specific transcript, Y-linked 2B"
"28771","217262_s_at","CELSR1","cadherin EGF LAG seven-pass G-type receptor 1"
"28772","217263_x_at","RUNX1","RUNX family transcription factor 1"
"28773","217263_x_at","LOC100506403","uncharacterized LOC100506403"
"28774","217263_x_at","LOC101928269","uncharacterized LOC101928269"
"28775","217264_s_at","SCNN1A","sodium channel epithelial 1 alpha subunit"
"28776","217265_at",NA,NA
"28777","217266_at","RPL15","ribosomal protein L15"
"28778","217267_s_at","RAB7A","RAB7A, member RAS oncogene family"
"28779","217268_at","RAB7A","RAB7A, member RAS oncogene family"
"28780","217269_s_at","TMPRSS15","transmembrane serine protease 15"
"28781","217270_s_at","DYRK1B","dual specificity tyrosine phosphorylation regulated kinase 1B"
"28782","217271_at",NA,NA
"28783","217272_s_at","SERPINB13","serpin family B member 13"
"28784","217273_at","PRAMEF10","PRAME family member 10"
"28785","217274_x_at","MYL4","myosin light chain 4"
"28786","217275_at","ESS2","ess-2 splicing factor homolog"
"28787","217275_at","TSSK2","testis specific serine kinase 2"
"28788","217276_x_at","SERHL2","serine hydrolase like 2"
"28789","217277_at",NA,NA
"28790","217278_x_at",NA,NA
"28791","217279_x_at","MMP14","matrix metallopeptidase 14"
"28792","217280_x_at","GABRA5","gamma-aminobutyric acid type A receptor alpha5 subunit"
"28793","217281_x_at","IGH","immunoglobulin heavy locus"
"28794","217281_x_at","IGHA1","immunoglobulin heavy constant alpha 1"
"28795","217281_x_at","IGHA2","immunoglobulin heavy constant alpha 2 (A2m marker)"
"28796","217281_x_at","IGHG1","immunoglobulin heavy constant gamma 1 (G1m marker)"
"28797","217281_x_at","IGHG2","immunoglobulin heavy constant gamma 2 (G2m marker)"
"28798","217281_x_at","IGHG3","immunoglobulin heavy constant gamma 3 (G3m marker)"
"28799","217281_x_at","IGHM","immunoglobulin heavy constant mu"
"28800","217281_x_at","IGHV4-31","immunoglobulin heavy variable 4-31"
"28801","217282_at","MAN1A2","mannosidase alpha class 1A member 2"
"28802","217283_at",NA,NA
"28803","217284_x_at","SERHL2","serine hydrolase like 2"
"28804","217285_at","ESS2","ess-2 splicing factor homolog"
"28805","217285_at","TSSK2","testis specific serine kinase 2"
"28806","217286_s_at","NDRG3","NDRG family member 3"
"28807","217287_s_at","TRPC6","transient receptor potential cation channel subfamily C member 6"
"28808","217288_at",NA,NA
"28809","217289_s_at","SLC37A4","solute carrier family 37 member 4"
"28810","217290_at",NA,NA
"28811","217291_at","CEACAM5","carcinoembryonic antigen related cell adhesion molecule 5"
"28812","217292_at","MTMR7","myotubularin related protein 7"
"28813","217293_at",NA,NA
"28814","217294_s_at","ENO1","enolase 1"
"28815","217295_at","MUC8","mucin 8"
"28816","217296_at","KIR2DS4","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4"
"28817","217296_at","KIR2DS1","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1"
"28818","217297_s_at","MYO9B","myosin IXB"
"28819","217298_at","RPS14","ribosomal protein S14"
"28820","217299_s_at","NBN","nibrin"
"28821","217300_at",NA,NA
"28822","217301_x_at","RBBP4","RB binding protein 4, chromatin remodeling factor"
"28823","217302_at","OR2F2","olfactory receptor family 2 subfamily F member 2"
"28824","217303_s_at","ADRB3","adrenoceptor beta 3"
"28825","217304_at","SHMT1","serine hydroxymethyltransferase 1"
"28826","217305_s_at","ADCY10","adenylate cyclase 10"
"28827","217306_at",NA,NA
"28828","217307_at","ACO2","aconitase 2"
"28829","217308_at","OR1F2P","olfactory receptor family 1 subfamily F member 2 pseudogene"
"28830","217309_s_at","VPS26C","VPS26 endosomal protein sorting factor C"
"28831","217310_s_at","FOXJ3","forkhead box J3"
"28832","217311_at",NA,NA
"28833","217312_s_at","COL7A1","collagen type VII alpha 1 chain"
"28834","217313_at",NA,NA
"28835","217314_at",NA,NA
"28836","217315_s_at","KLK13","kallikrein related peptidase 13"
"28837","217316_at","OR7A10","olfactory receptor family 7 subfamily A member 10"
"28838","217317_s_at","HERC2P2","hect domain and RLD 2 pseudogene 2"
"28839","217317_s_at","HERC2P9","hect domain and RLD 2 pseudogene 9"
"28840","217318_x_at","KIR2DL1","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1"
"28841","217318_x_at","KIR2DL2","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2"
"28842","217318_x_at","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3"
"28843","217318_x_at","KIR2DS1","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1"
"28844","217318_x_at","KIR2DS4","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4"
"28845","217318_x_at","KIR2DS2","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2"
"28846","217319_x_at","CYP4A11","cytochrome P450 family 4 subfamily A member 11"
"28847","217319_x_at","CYP4A22","cytochrome P450 family 4 subfamily A member 22"
"28848","217320_at",NA,NA
"28849","217321_x_at","ATXN3","ataxin 3"
"28850","217322_x_at",NA,NA
"28851","217323_at","HLA-DRB6","major histocompatibility complex, class II, DR beta 6 (pseudogene)"
"28852","217324_at",NA,NA
"28853","217325_at","KRT3","keratin 3"
"28854","217326_x_at","IL23A","interleukin 23 subunit alpha"
"28855","217326_x_at","TRBV19","T cell receptor beta variable 19"
"28856","217327_at",NA,NA
"28857","217328_at","IL23A","interleukin 23 subunit alpha"
"28858","217329_x_at",NA,NA
"28859","217330_at","DISC1","DISC1 scaffold protein"
"28860","217331_at",NA,NA
"28861","217332_at","CTAGE11P","CTAGE family member 11, pseudogene"
"28862","217333_at",NA,NA
"28863","217334_at","OR2J3","olfactory receptor family 2 subfamily J member 3"
"28864","217335_at","LINC01949","long intergenic non-protein coding RNA 1949"
"28865","217336_at",NA,NA
"28866","217337_at",NA,NA
"28867","217338_at","KRT19P2","keratin 19 pseudogene 2"
"28868","217339_x_at","CTAG1B","cancer/testis antigen 1B"
"28869","217339_x_at","CTAG1A","cancer/testis antigen 1A"
"28870","217340_at",NA,NA
"28871","217341_at","DNM1","dynamin 1"
"28872","217342_x_at","LINC01949","long intergenic non-protein coding RNA 1949"
"28873","217343_at",NA,NA
"28874","217344_at",NA,NA
"28875","217345_at",NA,NA
"28876","217346_at",NA,NA
"28877","217347_at",NA,NA
"28878","217348_x_at","ARHGEF15","Rho guanine nucleotide exchange factor 15"
"28879","217349_s_at","PRICKLE3","prickle planar cell polarity protein 3"
"28880","217350_at","KRT19P2","keratin 19 pseudogene 2"
"28881","217350_at","MIR492","microRNA 492"
"28882","217351_at",NA,NA
"28883","217352_at",NA,NA
"28884","217353_at",NA,NA
"28885","217354_s_at","HPS1","HPS1 biogenesis of lysosomal organelles complex 3 subunit 1"
"28886","217355_at",NA,NA
"28887","217356_s_at","PGK1","phosphoglycerate kinase 1"
"28888","217357_at",NA,NA
"28889","217358_at","DNAJC16","DnaJ heat shock protein family (Hsp40) member C16"
"28890","217359_s_at","NCAM1","neural cell adhesion molecule 1"
"28891","217360_x_at","IGHA1","immunoglobulin heavy constant alpha 1"
"28892","217360_x_at","IGHG1","immunoglobulin heavy constant gamma 1 (G1m marker)"
"28893","217360_x_at","IGHG3","immunoglobulin heavy constant gamma 3 (G3m marker)"
"28894","217360_x_at","IGHM","immunoglobulin heavy constant mu"
"28895","217360_x_at","IGHV4-31","immunoglobulin heavy variable 4-31"
"28896","217361_at",NA,NA
"28897","217362_x_at","HLA-DRB6","major histocompatibility complex, class II, DR beta 6 (pseudogene)"
"28898","217363_x_at",NA,NA
"28899","217364_x_at",NA,NA
"28900","217365_at","PRAMEF11","PRAME family member 11"
"28901","217366_at",NA,NA
"28902","217367_s_at","ZHX3","zinc fingers and homeoboxes 3"
"28903","217368_at",NA,NA
"28904","217369_at","IGHG1","immunoglobulin heavy constant gamma 1 (G1m marker)"
"28905","217370_x_at","FUS","FUS RNA binding protein"
"28906","217371_s_at","IL15","interleukin 15"
"28907","217372_at",NA,NA
"28908","217373_x_at","MDM2","MDM2 proto-oncogene"
"28909","217374_x_at",NA,NA
"28910","217375_at",NA,NA
"28911","217376_at","LOC100289473","cytoskeleton associated protein 2-like pseudogene"
"28912","217377_x_at","NTRK3","neurotrophic receptor tyrosine kinase 3"
"28913","217378_x_at",NA,NA
"28914","217379_at",NA,NA
"28915","217380_s_at","ADD3-AS1","ADD3 antisense RNA 1"
"28916","217381_s_at","TARP","TCR gamma alternate reading frame protein"
"28917","217382_at",NA,NA
"28918","217383_at","PGK1","phosphoglycerate kinase 1"
"28919","217384_x_at",NA,NA
"28920","217385_at",NA,NA
"28921","217386_at",NA,NA
"28922","217387_at","CAPN6","calpain 6"
"28923","217388_s_at","KYNU","kynureninase"
"28924","217389_s_at","ATF5","activating transcription factor 5"
"28925","217390_x_at",NA,NA
"28926","217391_x_at",NA,NA
"28927","217392_at",NA,NA
"28928","217393_x_at","UBE2NL","ubiquitin conjugating enzyme E2 N like (gene/pseudogene)"
"28929","217394_at",NA,NA
"28930","217395_at","MT4","metallothionein 4"
"28931","217396_at",NA,NA
"28932","217397_at","YME1L1","YME1 like 1 ATPase"
"28933","217398_x_at","GAPDH","glyceraldehyde-3-phosphate dehydrogenase"
"28934","217399_s_at","FOXO3","forkhead box O3"
"28935","217399_s_at","FOXO3B","forkhead box O3B"
"28936","217400_at",NA,NA
"28937","217401_at",NA,NA
"28938","217402_at",NA,NA
"28939","217403_s_at","ZNF227","zinc finger protein 227"
"28940","217404_s_at","COL2A1","collagen type II alpha 1 chain"
